	ios_all_ratings	ios_current_ratings	ios_file_size	android_avg_rating	android_file_size	android_ratings_1	android_ratings_2	android_ratings_3	android_ratings_4	android_ratings_5	android_total_ratings
22-07-16 10:00	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 10:10	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 10:20	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 10:30	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 10:40	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 10:50	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 11:00	109991.0	8435.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 11:10	110258.0	8713.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 11:20	110258.0	8713.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 11:30	110258.0	8713.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 11:40	110258.0	8713.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 11:50	110258.0	8713.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 12:00	110258.0	8713.0	110	3.9	58.0	214408.0	76578.0	127976.0	181820.0	788267.0	1389049.0
22-07-16 12:10	110258.0	8713.0	110	3.9	58.0	216245.0	77211.0	129301.0	183761.0	796129.0	1402647.0
22-07-16 12:20	110258.0	8713.0	110	3.9	58.0	216245.0	77211.0	129301.0	183761.0	796129.0	1402647.0
